id,tweet,subtask_a
2717,πολλοι χοντροι βαγγεληδες εχουν μαζευτει σε αυτη την νδ παντως. ολοι ηγετες. #κιναλ. #νδ_ξεφτιλες,OFF
3815,@user εισαι μεγαλο τρολ κλεοπατρα,NOT
120,@user καταλαβα. παλι τους τρωει ο κωλος των αλβανων,OFF
5702,"τη φαση που η ζενεβιεβ ανοιγει το στομα και μοιαζει με το scream, την παιξανε; #gntmgr",NOT
3299,εχει ξεφυγει η μανδαμ #shoppingstar,NOT
5805,"εκει στα γιαννιτσα που ειναι φιλανθρωποι, οπως μας προειδοποιει ο δικηγορος τους (για να μην πεσουν μηνυσεις...) μπορουν να μας εξηγησουν πως εγινε η εγκατασταση των παππουδων τους το 1924-1925, απο τον ποντο, τον καυκασο, τη θρακη και την ανατολικη ρωμυλια; αχ αυτη η ιστορια...",NOT
1818,«χαρισματικους» ανδρες και γυναικες για τα υψηλοβαθμα ποστα στη εε επιθυμει ο μακρον,NOT
6823,@user ενταξει μια χαρα και σε συντομο χρονικο διαστημα θα ειμαστε εμεις οι προσφυγες στην ιδια μας την χωρα δεν φταινε βαβαια οι κατατρεγμενοι ανθρωποι που ερχονται απολυτως σε τιποτα οι κυβερνησεις που εχουμε εμεις και οι πολιτικοι μας φταινε,NOT
3675,στην ακατανομαστη νυφη μου που αφησε ταπι και ψυχραιμο τον αδερφο μου δεν στελνουμε μεθυσμενα μηνυματα γιατι μας το κανει αυτη με τεραστια επιτυχια! #giatinparea,NOT
3726,ασχετο αλλα γιατι εχουν σταματησει να δειχνουν διλληματα στην #xrisitv ; #giatinparea,NOT
4825,πηγε λεει χωρις ζεσταμα στην φωνη.... ναι λαστιχα ειναι να τα ζεστανει μελινα μην εχει καμια υποστροφη #xfactorgr,NOT
1388,ο τσιπρας του χαιδευε τα αυτια ελπιζοντας σε ψηφους τωρα πηρε τα αρχιδια του απο αυτους τον πουλο τσιπρα προδοτη,OFF
1679,@user εχεις θρασος θειο. καλα που ειστε μαλακες και φτιαξατε την συσπειρωση του αλ6 εσεις και ολοι οι αετοι που εχετε μαζεψει. παντως δεν ειναι παραλογο που δεν καταλαβαινεις πως εισαι κουτος. το παθαινουν και αλλοι. και μην ξεχνας. ο αλ6 βασιζεται σε εσας...,OFF
5014,στο επομενο επεισοδιο επιστρεφει η σουζι επειδη πηρε πουλο η μαρτινελα με το καταγμα στο μουνι! #gntmgr,OFF
2834,ελενα εσυ δεν θες να εισαι η ευτυχισμενη στην προκειμενη περιπτωση κι οχι οτι δε σε αφηνει η μοιρα #hepistrofi,NOT
21,@user περαστικα στους πουστηδες που τους γαμα ο σατανας που τον κωλο.,OFF
5044,"ωραια τα στρας, οκ κατια μου καταλαβαμε, δεν μπορεις να κρυφτεις #gntmgr",NOT
3635,"αυριο θα ερωτευθει παλι ο ηλιθιος την γυναικα που πιανει τα μαλλια της συνεχεια.ειδε οτι μοναδικο ζευγαρι παυλος-ρενια ..το σκεφθηκε, και αποφασισε να τα ξαναβρει.μεθαυριο μπορει να αλλαξει το κονσεπτ παλι.αηδια κατανατησατε #poweroflovegr",OFF
2309,"@user φανταζομαι ηλιθιο 0,60 δεν εχεις παει αγρινιο. γιδια. ε γιδια #ερχεται_πουτσα",OFF
7678,@user μουνι τον εκανε τον καφε,OFF
5373,νομιζω πιο ασχημες απο τη μαρτινα και την ασημινα δεν υπαρχουν εκει μεσα #gntmgr,OFF
4319,"@user μιλαν τοτε ο σαρι, να εισαι και εσυ ηρεμος.",NOT
8371,πειτε λιγο ποια φευγει αποψε γιατι τοσο «μαγικο» το βαρεθηκα.... #gntmgr,NOT
7315,"@user μεχρι 30.3.2018, 22000 μετεγκαταστασεις, απο 40000 δεκτες αιτησεις ασυλου (εναντι 156000 αιτησεων). τα στατιστικα ειναι ξεκαθαρα πως αναφερονται σε προσφυγες και οχι σε λαθρομεταναστες. το να τους βαλουμε σε κλειστα αποτρεπτικα κεντρα κρατησης ειναι εφικτο.",NOT
9694,-κατια πιστευεις πως η ελευθερια ειναι δυνατη παικτρια; -οχι (εμεις) #gntmgr #gntmgr,NOT
2429,"@user ο μαλακας, συμβαση της γενευης για πολιτικους αιχμαλωτους. μας δουλευει τωρα η νομιζει οτι ειμαστε ηλιθιοι;",OFF
4139,@user περιφερειακος αρχι μαλακας,OFF
5020,κατι μουνια απο την νδ πειραχτηκαν με τις μπυρες και τα σουβλακια.,OFF
2583,@user στ αρχιδια μας εμας ποιος θα παρει αυτοδυναμια. δεν ειμαστε κομμα εξουσιας.,OFF
5100,ρε παιδια εσας που δε σας αρεσει ο μουτσινας που τραγουδαει γιατι δεν ανοιγετε την τηλεοραση για #kalomesimeraki στις 15:20-15:30 που εχει χρυση tv; μηπως αρεσκεστε στο να μπαινετε να τουιταρετε για να τον κραζετε καθε μερα και να τραβατε τα βλεμματα λεγοντας τα ιδια;,NOT
370,"@user σημερα με τετοιες πραξεις ο καθε μαλακας μπορει να γινει ""ηρωας """,OFF
3472,η βρωμιαρα δεν αφηνει το παιδι σε ησυχια πως μας ξευτιλιζει ετσι εμας τις γυναικες ο κοκκινοπουλος #oufoneuseis,OFF
3925,η λιλιαν κανει σχεδια μαρινιω μου αλλα η μαμα σου η κατια μπορει να την ζωνουν τα φιδια αλλα και γελαει ταυτοχρονα με την χαρχαλω #gynaikaxwrisonoma,NOT
7145,...ρε πατε καλα εκει στον δημο;......αει σιχτιρ ναζιδια!,OFF
2716,@user χωρις σκοινι χωρις σκοινι θα γινει ο κωλος σας σαν πορτα απο σκηνη .,OFF
5199,πειτε τα φιλτατε! ελληναρες μπολιαζετε την αγρια ελια με κορονεικη για να βγαλετε λαδι αλλα σας ξινιζει να μπολιασετε τον πληθυσμο μας με ασιατες για να λυθει το δημογραφικο. φασιστες! #noor1 #novartis #νδ_θελατε #νδ_no_borders #συριζα,OFF
6172,@user επανασταση με τ'αρχιδια αλλων,OFF
9463,τον κρατας με νυχια και με δοντια! τετοιοι αντρες μια φορα εμφανιζονται.,NOT
2249,"@user ειναι ενας μαλακας με πολλα προφιλ, σαν την λερναια υδρα ειναι αυτοι κοβεις ενα κεφαλι βγαινουν δεκα",OFF
5688,-αυτη την εβδομαδα που δεν βρεθηκαμε -ξερω -ερεψα στην μαλακια -... #erwtasmeta,OFF
1247,@user ακροδεξιους-χουντικους που μιλουσαν για ψεκασμους εχεις συνεταιρους στη μασα και μιλας ρε μνημονιακε ξεφτιλα;,OFF
9479,με το καλο μαρτινα να βγεις να πας να φτιαξεις τη σχεσουλα σου που λογικα σε χωριζει ο χριστιανος με αυτα που χει δει #gntmgr,NOT
7917,χαχαχαχχα ο βλακας ο αντρεας ειπε για τον πετρο #kalomesimeraki,OFF
4751,"@user ενταξει σουηδε. πες μου εναν λογο γιατι να μην καταργηθει το ασυλο οταν τελουνται ποινικα αδικηματα μεσα στα πανεπιστημια. αααα ξερω, γιατι εσεις δεν πιστευετε σε δικαιοσυνη και ταξικη κοινωνια, παρα μονο οταν βρισκετε δουλεια στο δημοσιο. οκ",NOT
1798,ποσο απαιτητικος εισαι; #τι_εννοεις_αν_ειχα_και_στο_χωριο_μου; #καφεδακιι #coffeetime #saquella #kamo #del #bellissimo #greece #nafplio  καλημερα!,NOT
4609,@user θα σε ψηφισω διοτι εισαι το μονο ατομο που δεν ντραπηκε να φωτογραφηθει προεκλογικα με το πιο αχρηστο και γελοιο υποκειμενο της χωρας.,NOT
2242,@user επειδη δεν εισαι πρωτη προτεραιοτητα.,NOT
1325,@user με ποια νομιμοποιηση...εχεις κηρυξει εκλογες! ξεφτιλες!,NOT
5809,ναι αναγκη εχει το estate απο προμοσιον..δε χωρας ουτε περπατησεις να πας για κατουρημα. (sic) #thevoicegr #thevoice2019,NOT
6350,@user πως θα υπαρχει πολιτισμος χωρις ελληνες; χωρις λυσεις στο δημογραφικο; χωρις σωστη διαπαιδαγωγηση των εφηβων και νεων για τις εκτρωσεις; με αντικατασταση του γηγενους πληθυσμου απο αντρες μουσουλμανους απο την αφρικη θα γινει ; δεν σας προτιμησαμε για να εφαρμοσετε κατι τετοιο.,NOT
883,@user κουφαλιτσα...ομοφυλοφιλος εισαι;,OFF
3011,#shoppingstar μπορει να βγει μια πρωην παικτρια να μας πει ποσες μερες πριν τις ειδοποιουν; δεν προλαβαινουν να πανε ενα κομμωτηριο να βαφουν το μαλλι; τους χτυπανε τι κουδουνι ετσι ξαφνικα την νυχτα;,NOT
1498,"μαλακες ελεος με την προπαγανδα εδω μεσα. οτι γουσταρει ο καθενας θα ψηφισει. μην μας κουνατε το δαχτυλο και μην μας λετε ψηφισε αυτον και οχι αυτον. και στην τελικη αντε και γαμηθειτε. εχουμε αποψη και κριση, εν αντιθεση με εσας που εχετε αχυρα στο κεφαλι σας. αι σιχτιρ.",OFF
1084,σπυριδουλα; που εισαι ρε ψυχη; @user,NOT
7429,@user ε αντε και γαμησου ρε σατανα,OFF
9352,@user ο τονος beklevich ειναι αντιπροσωπος των ηνωμενων πολιτειων. χρηματοδοτειται απο το soros. οι τουρκοι καταλαβαν οτι ηταν προδοτης και τον απολυθηκαν. σημερα ζει στις ηνωμενες πολιτειες. ειναι ενας σκυλος.,NOT
5992,@user προς την τεραστια πουτσα μεσα στο σπιτακι σας.στο στομα ολοκληρη και για υπνο,OFF
10077,"μιχαλολιακος για δολοφονια φυσσα: το θεωρω ανθρωπινο λαθος, σοβαρο, οτι δεν εγινε εσκεμμενα.... νταξ μωρε λαθη γινονται αλλωστε ολοι με μαχαιρια κυκλοφορουμε και με ταγματα εφοδου. #gdtrial",NOT
10212,"πεθαινω με αννα-μαρια γιατι δεν το κανει επιτηδες, οντως δεν θυμαται πως την λενε την αλλη για μια στιγμη. γιατι η αννα-μαρια ειναι η σωστη ειρωνικη τυπισσα που δεν το κανει για να την παιζουν περισσοτερο στο επεισοδιο,οντως δεν δινει σημασια στις αλλες #gntmgr",NOT
3374,ανακουφιστηκαν οι προσφυγες στην μορια και την αμυγδαλεζα οταν βγηκε ο συριζα το 2015 και ανακουφιστηκαν και τωρα που ειδαν οτι φευγει.,NOT
795,λιγο κωλοπαιδο εισαντε τελικα billακο ! #poweroflovegr,OFF
4191,@user μεσα απο τμημα βλακειας τουιταρει το σιχαμα,OFF
5780,η μαρτινα δεν μοιαζει με πεκινουα; #gntmgr,OFF
2780,τι αρχαιοελληνικο μαρη; ελεος! #shoppingstar,NOT
9906,#mesimeri_skai κοιτα πως γελανε οι ηλιθιοι με ενα τοσο σοβαρο θεμα. το εσρ που ειναι ;,NOT
4391,"@user τετχοιος εισαι, ρε. αναμενομενη η απαντηση",NOT
2918,τελικο με βοηθεια απο τον εξωστη; ετσι κερδιζα κι εγω #masterchefgr_xeftiles,NOT
8731,"@user μα γιατι το λες αυτο; επειδη αφησαν τον καναπε τους, να ντυθουν καρναβαλια και να περιμενουν μεσα στη νυχτα στο δρομο, μην και εγκατασταθουν σε συγκεκριμενο οικημα,μισθωμενο απο εε,οι προσφυγες,οταν τα μνημονια πασοκωννουδουλων που τους αφορουσαν,τα τρωγαν αμασητα;",OFF
529,@user εισαι εισαι,NOT
3620,@user αντε γαμησου ρε ψευτη αλητη ... παρασιτο,OFF
6305,"@user κατι ακουσα οτι εχει θεσεις εργασιας στο διαολο αμα θελει να παει,χτες κιολας.",OFF
2411,αι σιχτιρ #gynaikaxwrisonoma,OFF
7992,"υπαρχουν θεματα που πρεπει να ζυγιζεις ακομη και τα σημεια στιξης. πχ το παρακατω δινει λαβη σε κακοηθεις να το τραβηξουν και να το αλλαξουν σε ""τι με νοιαζει εμενα πως μπηκαν στη χωρα οι τουρκοι, ως κατακτητες η οχι...τι διαφορα σας κανει εσας;"" και να συμπερανουν τα μυρια οσα.",NOT
4157,#shoppingstar οχιβαδα τρικουαζ μουλς καραφλιασα μαρι γεροντομπεμπεκα ελεος,OFF
240,"α και η ταμιλα κουλιεβα,η μαρθα της #gynaikaxwrisonoma μεταξυ των συνδαιτυμονων του παπαδοπουλου. ας πει εστω σε αυτον οτι η μαρινα ειναι κορη της κατιας,και αυτος θα την καλεσει στην επομενη εκπομπη να της το πει ο ιδιος. μας εχει κουρασει η σιωπη της. #stinigiamas",NOT
615,@user μια παλια γνωστη ελεγε οτι οποιος θελει τα πολλα τα βρισκει...αυτος που γυρευει τα λιγα παιρνει τα αρχιδια του.σε αυτην παντως πετυχε ...,OFF
3649,ρε γιακουμακη ποσο κιλα μαλακας μπορει να εισαι;,OFF
6116,τελικα η σουζανα εχει η δεν εχει εμπειρια ; να καταλαβουμε #gntmgr,NOT
5192,@user ρε εβδομε αντε γαμησου απο δω,OFF
2923,"@user απο τα πολλα ψεματα τελικα εκανες πλυση εγκεφαλου τον εαυτο σου, εισαι για λυπηση.",NOT
1632,"που το βρηκες ρε νικολα, το παντελονι; ειναι χαλιοχαλια! #giatinparea",NOT
8263,#gntmgr κατια ποσο πατσαβουρα εισαι;,OFF
8987,μην παιρνεις και ορκο αννα-μαρια οτι θα εισαι με τον τασο βγαινοντας! μας τα παν κι αλλες αυτα! αλλα βγαινοντας αλλος για χιο τραβηξε κι αλλος για μυτιληνη! #gntmgr,NOT
9476,μιλησε και η μαρτινα η επιστημονας χαχαχαχαχα #gntmgr,NOT
9458,φαε λιγα σκατα κατια μου. #gntmgr,OFF
9432,κοπελια παρτο αλλιως δεν ειναι οι μαργαριτες της αντζελας #thevoicegr,NOT
6262,#gntmgr καλα δεν θα σας δειξει η καγια και την εγχειρηση ανοιχτης καρδιας.χαλαρωστε λιγο,NOT
9314,#kalomesimeraki ο αντρεας σπαζεται λιγο με τα μηνυματα που τον αφορουν;,NOT
6029,σαν να λουστηκε ο αστεγος; #erwtasmeta,OFF
531,ασχημο να εισαι πισω στο σκορ σε τελικο απο την ομαδα των καραγκιοζηδων κ του μαστερ στις καθυστερησεις! υγ. συγχαρητηρια για την οργανωση ρε γελιοι @user ξεκινησε το παιχνιδι κ ο μισος κοσμος ηταν εξω,OFF
6667,@user φαε την πουτσα που ψηφισες εσυ και μην μιλας πολυ,OFF
3331,@user καλα εισαι. κρατας λιγο ακομη ......,NOT
988,@user τραβα να ψηφισεις κανα μνημονιο με τον τσιπρα ξεφτιλα νεοδημοκρατη αχρηστο κρατικοδιαιτο λαμογιο ντροπη του πλανητη,OFF
6006,ε θα πω κατι για τις διαφημισεις σας αλλα οι γονεις μου με εμαθαν να ειμαι ευγενικη #erwtasmeta,NOT
471,"λεμε για μπαμπη και μπογδανο, ενω μαλακες αυτους ακριβως θελουν οι 'ευρωπαιστες' φιλοι μας.",OFF
4652,ε ειστε μαλακες.......... #wweskai,OFF
5889,"λειπω απ την παρεα σας γιατι εχασα καποια επεισοδια και θα τα δω μαζεμενα το σ/κ. παιδια μην απογοητευεστε απ τη σειρα, απο δω και περα θα τρεχουν οι εξελιξεις και η πλοκη, το ξερω απο εγκυρη πηγη #erwtasmeta",NOT
4683,@user my personal cell... 4165233 και παρε τ’αρχιδια μου ... ποσο ανηκε,OFF
6690,@user εχεις δηλαδη μιση ντουλαπα και παλι παραπονιεσαι ; τι εισαστε εσεις οι αντρες ρε !,NOT
1501,"@user οι μεγαλυτεροι ξεφτιλες πρεπει να ειναι τα παπαγαλακια που δηθεν εκαναν οικονομικο ρεπορταζ την περιοδο 2000-2009 και που απο το ρεπορταζ τους προεκυπτε η ισχυρη ελλαδα της αειφορου αναπτυξης, εναντια στους ...μιζερους πεσιμιστες. τωρα αυτα τα ρεμαλια μας κανουν και μαθηματα!",OFF
3116,πρωθυπουργος εν ενεργεια και καταλαμβανει τη τεταρτη θεση στη δημοτικοτητα των πολιτικων αρχηγων. τελικα θα ειναι μεγαλυτερη....#ερχεται_πουτσα #ερχεται_καραπουτσα #syriza_xeftiles #ευρωεκλογες2019 #μητσοτακης,NOT
4294,με πηραν απο το #poweroflovegr . μπαινω δευτερα για τον φανο,NOT
9319,απαπαπα νευρα η αννα #erwtasmeta,NOT
2757,@user απο την εποχη που ηταν στο λα.ος. ξερεις πως λεγεται αυτο; αριβισμος. #νδ_ξεφτιλες,NOT
1414,γιατι γαμω της γης τον αξονα γαματε την ψυχολογια των ανθρωπων που προσπαθουν να σας κανουν οτι ζητατε και γλυφετε αυτους που σας φτυνουν γιατι απαντηστε αν εχετε αρχιδια,OFF
2001,"ολα ειναι το στυλ της. και τα μπουζουκλερι και τα σεξι και τα σαφαρι, ολα ολα ολα #shoppingstar",NOT
6039,ετοιμη για ολα κ να παρω τ αρχιδια μου παλι,OFF
371,"τα γκαλοπ παγωνουν το μαξιμου που καταφευγει σε ρομα, προσφυγες και οσους «δεν εχουν σταθερο» #δημοσκοπησεις #νδ #νεαδημοκρατια #ρομα #συριζα",NOT
3097,"@user σαλτα γαμησου ρε δερβεναγα με τα νομικα και τα δεοντα, πανιβλακα",OFF
8857,"η νδ επενδυσε προεκλογικα και συνεχιζει να το κανει στον ρατσισμο. εδωσε το πρασινο φως σε ο,τι πιο αρρωστο υπαρχει στην κοινωνια. τωρα που θελει να μεταφερει προσφυγες βρισκει τις αντιδρασεις τις οποιες η ιδια εσπειρε. τη νυφη την πληρωνουν αθωοι ανθρωποι δυστυχως.",NOT
3831,@user λες δλδ να ειναι χειροτερα τα πραγματα στον εργασιακο χωρο που εισαι τωρα; που το βαδιζεις αυτο;,NOT
7739,συνεχιζω να λεω εγω τωρα... #gntmgr #gntm2019 #,NOT
9962,"τι λεει παιδια; πως παει το χαζι; φανταζομαι λυθηκαν τα προβληματα του κοσμου αυτου, ας προχωρησουμε στον κοσμο μας ξανα. αλιμονο, δεν ηθελα να σας ενοχλησω #νδ_θελατε",NOT
7123,"αι στον διαολο μωρη ,ποιος ξερει απο που στον διαολο εισαι κ ειρωνευεσαι κιολας κλωσσα ε κλωσσα",OFF
180,@user τωρα δεν το ειπα εμμεσως πλην σαφως τι ρωτας ηλιθιος εισαι;,OFF
1097,@user οκ. εισαι μικρουλα. καλη συνεχεια.,NOT
3440,@user δεν ειναι κακο αρκει να το κανεις σωστα χωρις να εισαι πρηξαρχιδω με το συμπαθειο....,OFF
4641,"@user lila χρονια σου πολλα.να εισαι παντα γερη ευτυχισμενη και μαχητικη για τα πιστευω σου, εστω κι αν δεν συμφωνουμε.ειναι στο κατω κατω και η διαφωνια ενας τροπος για να επικοινωνουμε.",NOT
5531,ο μαστορας το πιασε το νοημα με τα χαζοτραγουδα και γι αυτο θα κερδισει. ελπιζω με γροση η παπατσακωνι #xfactorgr,NOT
3677,@user και κατα τα αλλα τραβα γαμησου συριζοτρολ που θα υπερασπιστεις την πιο ακροδεξια κυβερνηση της μεταπολιτευσης. τον πουλο απο το προφιλ μου καραγκιοζη.,OFF
5671,χαχα δειχνουν και τα μοντελα χοντρες μ αυτα τα ρουχα; . #gntmgr,NOT
10216,εντελως τυχαια ολες ειναι διαθεσιμες καμια δεν ηταν στη τουαλετα να χεζει #gntmgr,OFF
7752,πουτανακι δρωσο θα γκαστρωθεις απο τον αντρα της αδερφης σου μωρη; γαμω τα σεναρια σας #agriesmelisses,OFF
4096,η #πουτανελλη ζηλευει την μαρινα. επεισοδιο 1 ξανα. #gynaikaxwrisonoma,NOT
9063,και αυτες τωρα με τετοια συμπεριφορα εχουν γκομενο‍#gntmgr,NOT
7195,"@user οταν το σπουδαιοτερο που εχεις κανει ειναι να κοιτας τη ζωη των αλλων και να βγαζεις απιστευτη ζηλεια και χολη αντι να βρεις μια κανονικη δουλιτσα να δωσεις στα παιδια σου ο,τι δε σου εδωσαν οι γονεις σου και μας πρηζεις τα αρχιδια στο τουιτερ",OFF
163,η κατασταση ειναι για τον πουτσο και ακομα χειροτερη,OFF
7531,@user ναι μωρη,OFF
2984,@user εισαι εσυ εισαι εσυ ...γατα,NOT
4851,βγαζουν φωτο τα τομαρια κρατωντας πινακα με εγκληματια πολεμου ειπαμε η. πουτανα οσο κι αν θελει να κρυφτει δεν γινεται πουτανιες κανει - πουτανα παραμενει μια ζωη,OFF
4774,ο νικος αποφασισε να εκτελεσει και τους λοκομοντο αντε χαλαλι του #giatinparea,NOT
92,σημερα ημερα τεταρτη(!) και η ξεφτιλα της εκλογικης διαδικασιας συνεχιζεται! εκατον πενηντα τεσσερα εκλογικα τμηματα δεν εχουν ακομα ολοκληρωσει την καταμετρηση ...500 ψηφοδελτιων! ρομπες! τα ταξιδια στη σεληνη σας μαρανανε! αχρηστοι!,OFF
305,"σε ξερουν στον πενταλοφο χρονια ε; ε, τωρα σε εμαθε και ολη η ελλαδα σιχαμα! #fosstotounel",OFF
5598,"η εμμανουελα ειναι τερμα προστυχοφατσα με την καλη εννοια, η ειναι ιδεα μου; #gntmgr",OFF
3580,@user εισαι αμαρτωλος δεν σε θελω πια,NOT
7719,ενταξει η κεισι μολις ‘’αποχωρησε’’ την σουζανα. ευχαριστουμε θεαρα #gntmgr #gntm #gntmgr,NOT
434,στο συνταγμα απο το κιοσκι « αθηνα εισαι εσυ»,NOT
7747,ειπε ο μαλακας που το κομμα του ψηφισε το βρωμικο χρημα να ειναι πλημελλημα απο κακουργημα στον ποινικο κωδικα...ουστ λαμογια,OFF
8083,σουζανα μονο για πωλητρια στα γκουντις με τετοιο υφος #gntmgr,OFF
9769,στην ασημινα ειδικα να περασουμε 1 χερι στοκο και 2 χερια ασταρι παρακαλω...#gntmgr,OFF
1044,@user της μανας σου το μουνι καρκινιαρη,OFF
6552,"@user αν το θεωρει κοντο, φυγε να γλιτωσεις. μια γυναικα ολιγαρκη θελουμε.",NOT
4267,δεν φταινε μωρε....εχουν μονιμο lag στον εγκεφαλο....#συριζα_ξεφτιλες #συριζα_τελος,NOT
6363,"ειστε μαλακες,και οι απο εδω και οι απο εκει,η χωρα ειναι μπαχαλο και μπουρδελο με ευθυνη των σκατοκομματων που εσεις στηριζετε,των απατεωνων και κλεφτων που πλουτιζουν και κρατανε φτωχο τον λαο,αυτο φταιει οχι ο ρουβικωνας",OFF
6008,στροφη στην γκλαμουρια (του λιαγκα) κανει ο σκαι,NOT
5811,τι εχετε κανει στη ζενεβιεβ; ποιος εχει μπει στο σωμα της; #gntmgr,NOT
4390,#survivorgr ποιο α και ω βρε καραγκιοζακο αφου εισαι πανηλιθιος και κομπλεξικος και καταφερε μεχρι και ο κυριακος να σε μηδενισει γελοιε που τα εχεις βαλει με τους ελληνες !,OFF
4493,μελιτη κοιτα αλλαξε σταση μην ξεσπασω πανω σου. κοιτα ρε το σκατο θα μας σκασει #gynaikaxwrisonoma,NOT
8221,"tw nsfw επειδη δεν εχω παει ποτε σε γυναικολογο, δε ξερω τι αρρωστιες μου εχουν μεταδωσει ολοι οι μαλακες που με γαμησαν. οποτε χθες εβαλα τα κλαματα για την πιθανοτητα που υπαρχει πως εχω αφροδισιο νοσημα και το εδωσα στην κοπελα μου γιατι ειμαι μια ηλιθια που δεν σκεφτεται ",OFF
1730,αμα χασει η νδ τις εθνικες εκλογες θα ειναι λογο του πολυ φιλου μας μπογδανου. #νδ_ξεφτιλες #syriza_xeftiles #μπογδανος,NOT
289,τωρα παρακολουθω το χθεσινο συμβουλιο και ειμαι εν εξαλλω καταστασει! ειναι δυνατον οι ελληνες να ψηφισαν την αφροδιτη ως πιο αδυναμη και ο αχαρακτηριστος πλεον κυριακος να ειναι ακομα εκει και να το παιζει και ιστορια; κυριακο εισαι σιχαμα απλα.#survivorgr,OFF
1375,εχω γονατισει και προσκυνω μελιτη...παρταααα μωρη καριολα που πας να τα βαλεις με την κατια και το σοι της καημενη εεε καημενη #gynaikaxwrisonoma,OFF
9539,#gntmgr αν εισαι 35+ ξερεις,NOT
3882,"@user πλακα πλακα ειχα καθηγητρια που γυρισε και μου ειπε ""εσυ δεν θα εχεις προβλημα, εισαι ξανθια"". εντωμεταξυ αυτη ηταν ποντια καραμελαχρινη.",OFF
5709,και στη τελικη γιατι να εχετε κλειστο το ντιεμ; το πολυ πολυ θα πεταχτει καμια ντικ πικ. δεν εχετε ξαναδει πουτσα στη ζωη σας ;,OFF
8409,θελω να κοψω τη γλωσσα της κατιας. #gntmgr,NOT
6872,"#kalytera ετοιμαζονται μηνυσεις για τον λιαγκα, εχει ενημερωθει δικηγορος.",NOT
5485,ελευθερια μην σταξει δακρυ στο μεταξι γιατι αφηνει λεκε κ θα σε γδαρει ο μπρατης #gntmgr,NOT
492,@user παντρεμενη εισαι; αρα ο νικος ειναι δικος μου,NOT
7220,γαμω το μουνι της μανουλας σου ρε θωμα... #agriesmelisses,OFF
2456,εχετε ξεφυγει ρε μαλακες! για να την πειτε στη δουρου αναπαραγετε την φωτο απο τα νεκρα κοριτσακια; σοβαρα τωρα;,OFF
4186,"ενημερωμενη η ναταλια, αντε καλε που νικησε η σπυριδουλα, μην τρελαθουμε #giatinparea",NOT
3478,"εκανε μαλλι νανα μουσχουρη,εβαλε 30 κιλα στοκο και θεωρει οτι ειναι μια χαρα; μια χαρα χαλια. #shoppingstar",OFF
5932,"μαλακω σουζανα, αρπαζετε το φαγητο αυτων που βριζετε, δεν δινετε απο τα δικα σας, και τους την λες κι απο πανω, αντι να το βουλωσεις και να πεις συγγνωμη, εισαι πλεμπα το λιγοτερο. τσιφσα. #gntmgr",OFF
2103,@user οτι εσυ εισαι μπεμπεκα δλδ,NOT
2850,@user γιατι λοου φατ αγορι μου; μην εισαι κανας φλωρος;,OFF
1763,@user τα φρυδια δεν ειναι βαψιμο μην εισαι τετοιος,NOT
1848,@user δεν εισαι σε θεση ομως να κρινεις εσυ εμενα ναι καλε μου; καλο απογευμα!,NOT
5323,φοβουμαστε να διαφωνησουμε με τον #κυρανακης μην μας πουν κομμουνιστες.,NOT
7446,"δεν τους εφτανε ολοκληρη πισινα στο σπιτι, επρεπε να πανε μυκονο για να κατσουν στην πισινα #gntmgr",NOT
1118,ποσο πιο ξενοι με την πραγματικοτητα πια!,NOT
6309,η κατια ειδατε ποσο πολυ στεναχωρεθηκε;νοτ... #gntmgr,NOT
4425,@user εισαι για τα σκουπιδια,NOT
608,γωγω ας οψονται οι βαθμολογιες που εβαλες ολη την εβδομαδα και η γκαμηλα η κερα βικυ. #shoppingstar,NOT
917,"-ελα παιδι μου, καλα εισαι; -καλα ειμαι. -εφαγες σημερα; -ναι. -τι εφαγες; -μια τεραστια πουτσα απο τον σουπερβαιζορ και αλλη μια απο τα πολλα ρεντμπουλ. -σου εχω πει χιλιες φορες να μην τρως εξω.",OFF
1402,"κερδισε η μαγειρικη, εχασε η εφορια! #masterchefgr_xeftiles",NOT
3413,"@user οχι, αυτοι που το λενε αυτο ειναι οι συνηθεις βλακες που ευδοκιμουν παντου. το να βγαζεις συμπερασμα απο τα λεγομενα τους, σημαινει οτι υποκλινεσαι στην βλακεια τους, οτι γινεσαι ιδιος με αυτους, αν δεν εισαι ηδη",OFF
8236,"οχι κυρια καγια,λαθος. ολοι ξερουμε οτι δεν θα σωσουμε τον κοσμο. αλλα πρεπει να παλευουμε καθε μερα για να τον σωσουμε! #gntmgr #gntm",NOT
2698,μπορουσε και πολυ καλυτερα!#shoppingstar,NOT
6241,"καμια αστεια διασταση δεν εχει μαλακα λιαγκα και λοιποι στο πανελ της εμετικης εκπομπης του, το θεμα που διακωμωδουσατε εχθες. αλλα φαγατε τοσο σκατο που κατι επρεπε να πειτε! οργια. #mesimeri_skai",OFF
6603,ξυραφι το μυαλο του μιλτου #kokkinopotami,NOT
2882,@user οταν η ακροαριστερα κατεβαζε υποψηφιες γυναικες με μηδεν προσοντα που ετρωγαν την θεση αλλων γυναικων δεν ηταν χυδαιοτητα.,NOT
8717,"@user δεν εβρισκες τεταρτο η την τεταρτη επιλογη την εβαλες για να βλεπουν πως παει το poll οι ανδρες...; (δεν το εκανες στο αλλο με τις γυναικες, να τα λεμε αυτα...)",OFF
